@RELATION demanda_productos

@ATTRIBUTE cantidadVendidaMes NUMERIC
@ATTRIBUTE stockActual NUMERIC
@ATTRIBUTE precioUnitario NUMERIC
@ATTRIBUTE categoria STRING
@ATTRIBUTE mesVenta {ENERO,FEBRERO,MARZO,ABRIL,MAYO,JUNIO,JULIO,AGOSTO,SEPTIEMBRE,OCTUBRE,NOVIEMBRE,DICIEMBRE}
@ATTRIBUTE frecuenciaReposicion NUMERIC
@ATTRIBUTE tienePromocion {false,true}
@ATTRIBUTE demanda {ALTA,MEDIA,BAJA}

@DATA
145,48,76.14,'DEPORTES',SEPTIEMBRE,3,true,ALTA
40,49,60.82,'MODA',MAYO,0,false,BAJA
92,5,26.94,'ALIMENTOS',OCTUBRE,8,false,ALTA
90,92,19.53,'DEPORTES',JUNIO,2,false,ALTA
108,97,92.01,'DEPORTES',NOVIEMBRE,8,false,ALTA
114,68,51.57,'MODA',SEPTIEMBRE,7,true,ALTA
117,89,7.98,'ELECTRONICA',JUNIO,10,true,MEDIA
142,22,50.27,'MODA',FEBRERO,5,true,ALTA
105,73,60.59,'ELECTRONICA',ENERO,5,true,MEDIA
134,35,93.51,'MODA',FEBRERO,7,false,ALTA
100,67,132.89,'MODA',ENERO,7,true,ALTA
146,89,76.57,'DEPORTES',JULIO,7,false,ALTA
58,93,80.51,'HOGAR',FEBRERO,2,false,MEDIA
32,28,93.48,'ALIMENTOS',SEPTIEMBRE,5,false,MEDIA
102,59,89.92,'ALIMENTOS',MARZO,8,false,ALTA
4,23,61.02,'ALIMENTOS',ENERO,8,true,BAJA
70,99,140.07,'DEPORTES',DICIEMBRE,8,true,MEDIA
142,8,48.42,'ELECTRONICA',NOVIEMBRE,9,true,ALTA
14,8,117.99,'ALIMENTOS',DICIEMBRE,6,false,BAJA
127,13,125.54,'MODA',JUNIO,3,true,ALTA
113,55,125.78,'MODA',MAYO,7,true,ALTA
116,86,33.76,'HOGAR',JULIO,6,true,ALTA
61,82,73.35,'MODA',AGOSTO,5,true,MEDIA
134,56,78.86,'MODA',ABRIL,3,false,ALTA
34,71,115.95,'DEPORTES',MARZO,2,true,MEDIA
86,1,106.28,'MODA',JUNIO,9,true,BAJA
97,23,119.08,'ALIMENTOS',JUNIO,6,true,ALTA
124,84,34.37,'ELECTRONICA',MAYO,7,true,ALTA
21,58,106.74,'ALIMENTOS',ENERO,2,true,BAJA
61,24,21.72,'ELECTRONICA',AGOSTO,1,true,BAJA
130,88,68.54,'HOGAR',FEBRERO,10,true,ALTA
38,28,24.07,'MODA',MARZO,3,true,MEDIA
36,96,35.72,'DEPORTES',MAYO,9,true,MEDIA
56,72,47.76,'DEPORTES',FEBRERO,0,true,MEDIA
107,44,97.17,'ALIMENTOS',FEBRERO,8,true,ALTA
140,10,120.47,'ELECTRONICA',ABRIL,1,true,ALTA
114,13,55.42,'DEPORTES',SEPTIEMBRE,0,true,ALTA
35,99,137.65,'ELECTRONICA',JUNIO,5,false,MEDIA
62,76,100.17,'ELECTRONICA',OCTUBRE,8,true,MEDIA
117,13,149.23,'HOGAR',DICIEMBRE,1,true,ALTA
33,65,39.13,'MODA',AGOSTO,4,false,MEDIA
79,10,31.53,'ELECTRONICA',JULIO,6,false,ALTA
36,74,58.08,'MODA',JUNIO,8,true,MEDIA
56,90,78.2,'ALIMENTOS',JUNIO,3,false,MEDIA
101,28,37.72,'DEPORTES',OCTUBRE,0,true,BAJA
40,59,56.67,'HOGAR',JUNIO,6,false,BAJA
84,82,84.86,'ELECTRONICA',AGOSTO,10,true,BAJA
63,89,43.49,'MODA',MAYO,2,true,MEDIA
104,37,4.04,'MODA',JULIO,1,true,ALTA
145,3,116.52,'HOGAR',NOVIEMBRE,10,false,ALTA
108,2,21.32,'MODA',JUNIO,3,true,ALTA
129,35,100.31,'MODA',ABRIL,3,false,ALTA
99,94,42.69,'HOGAR',ENERO,2,false,ALTA
100,70,5.93,'MODA',JUNIO,5,true,ALTA
57,1,10.59,'ALIMENTOS',JUNIO,8,true,MEDIA
37,81,25.24,'ALIMENTOS',DICIEMBRE,2,true,MEDIA
58,71,75.26,'MODA',ENERO,8,false,MEDIA
92,17,32.35,'HOGAR',ENERO,10,true,ALTA
56,23,70.5,'MODA',FEBRERO,10,false,MEDIA
20,54,110.92,'ELECTRONICA',DICIEMBRE,7,false,BAJA
4,28,136.17,'ELECTRONICA',MARZO,9,false,BAJA
143,56,122.24,'ELECTRONICA',DICIEMBRE,6,false,ALTA
27,60,124.08,'HOGAR',NOVIEMBRE,1,true,BAJA
106,79,135.37,'HOGAR',ENERO,6,true,MEDIA
40,2,11.74,'ALIMENTOS',MARZO,1,true,MEDIA
114,5,67.0,'ALIMENTOS',MARZO,3,false,ALTA
3,26,50.47,'ALIMENTOS',JUNIO,7,false,ALTA
87,47,144.25,'HOGAR',OCTUBRE,7,true,ALTA
30,7,59.74,'ELECTRONICA',OCTUBRE,5,true,MEDIA
112,51,140.89,'DEPORTES',ENERO,4,true,ALTA
100,87,12.36,'ELECTRONICA',DICIEMBRE,2,false,ALTA
15,95,69.98,'ALIMENTOS',ABRIL,8,true,BAJA
5,85,16.65,'DEPORTES',ENERO,10,true,BAJA
77,32,113.34,'ELECTRONICA',FEBRERO,9,true,ALTA
139,55,30.85,'DEPORTES',DICIEMBRE,1,true,ALTA
144,5,126.3,'DEPORTES',JULIO,0,true,ALTA
80,67,5.13,'ALIMENTOS',FEBRERO,1,false,ALTA
106,78,112.8,'HOGAR',FEBRERO,8,false,ALTA
59,12,50.27,'HOGAR',MAYO,2,false,MEDIA
129,17,134.02,'ELECTRONICA',ENERO,3,false,MEDIA
13,14,4.26,'MODA',ABRIL,9,false,BAJA
68,19,71.49,'ELECTRONICA',ABRIL,8,true,MEDIA
137,90,143.54,'ALIMENTOS',MARZO,0,true,ALTA
90,28,91.89,'DEPORTES',MAYO,0,false,ALTA
121,10,15.39,'DEPORTES',DICIEMBRE,1,true,ALTA
87,90,139.11,'HOGAR',JULIO,4,true,ALTA
36,66,62.93,'ELECTRONICA',ABRIL,10,false,MEDIA
42,80,98.49,'MODA',AGOSTO,4,false,MEDIA
20,96,63.79,'HOGAR',FEBRERO,1,false,BAJA
110,36,90.42,'ELECTRONICA',JUNIO,2,true,ALTA
150,4,33.79,'ALIMENTOS',OCTUBRE,8,false,MEDIA
95,79,35.25,'ALIMENTOS',NOVIEMBRE,8,false,ALTA
75,5,43.56,'ALIMENTOS',DICIEMBRE,0,true,ALTA
60,25,141.6,'ALIMENTOS',MAYO,0,true,MEDIA
129,32,3.24,'ELECTRONICA',FEBRERO,1,false,ALTA
125,2,28.25,'DEPORTES',SEPTIEMBRE,0,false,ALTA
20,54,139.59,'ELECTRONICA',JUNIO,6,false,BAJA
78,74,21.26,'DEPORTES',DICIEMBRE,5,true,ALTA
20,88,15.88,'MODA',NOVIEMBRE,1,false,BAJA
87,59,7.28,'DEPORTES',ABRIL,7,true,ALTA
109,92,21.42,'ELECTRONICA',MAYO,9,true,ALTA
103,90,74.11,'ALIMENTOS',SEPTIEMBRE,0,true,ALTA
107,16,91.96,'ALIMENTOS',JUNIO,5,false,ALTA
120,71,128.36,'ALIMENTOS',ABRIL,10,true,ALTA
128,82,110.82,'MODA',JUNIO,1,false,BAJA
0,35,20.2,'HOGAR',OCTUBRE,1,false,BAJA
149,15,132.34,'ALIMENTOS',AGOSTO,0,true,ALTA
52,5,22.3,'HOGAR',JUNIO,8,false,MEDIA
53,43,41.17,'ALIMENTOS',JULIO,7,true,MEDIA
130,25,80.07,'ALIMENTOS',ENERO,5,false,ALTA
7,52,127.61,'DEPORTES',SEPTIEMBRE,2,false,BAJA
101,67,62.37,'ALIMENTOS',MAYO,8,false,ALTA
77,35,28.22,'ALIMENTOS',JULIO,1,false,ALTA
33,43,125.55,'DEPORTES',SEPTIEMBRE,5,true,MEDIA
21,59,126.03,'ALIMENTOS',AGOSTO,4,false,BAJA
29,50,101.4,'DEPORTES',OCTUBRE,2,true,BAJA
83,76,56.27,'HOGAR',NOVIEMBRE,2,false,ALTA
35,21,104.73,'MODA',ABRIL,1,true,MEDIA
26,74,117.59,'ELECTRONICA',DICIEMBRE,2,false,BAJA
29,24,87.3,'ALIMENTOS',OCTUBRE,1,false,BAJA
105,45,20.92,'DEPORTES',ENERO,1,true,ALTA
61,75,149.36,'DEPORTES',JULIO,4,false,MEDIA
39,19,76.63,'HOGAR',MARZO,3,false,MEDIA
2,27,14.0,'ALIMENTOS',NOVIEMBRE,8,false,BAJA
63,2,2.4,'DEPORTES',JUNIO,9,true,MEDIA
21,4,52.05,'DEPORTES',AGOSTO,7,true,BAJA
147,72,140.79,'ELECTRONICA',FEBRERO,9,true,ALTA
131,87,3.44,'DEPORTES',ENERO,7,true,ALTA
47,72,45.56,'HOGAR',ABRIL,1,true,MEDIA
108,35,22.67,'HOGAR',ABRIL,7,true,ALTA
6,63,32.07,'DEPORTES',OCTUBRE,4,true,BAJA
67,61,68.91,'DEPORTES',JULIO,5,true,MEDIA
97,87,132.61,'DEPORTES',JUNIO,3,false,ALTA
63,69,146.94,'HOGAR',JUNIO,0,true,BAJA
96,93,79.31,'HOGAR',SEPTIEMBRE,3,false,ALTA
56,10,99.74,'ALIMENTOS',AGOSTO,7,true,MEDIA
72,21,38.82,'HOGAR',JULIO,1,true,MEDIA
12,62,39.12,'MODA',MARZO,1,true,BAJA
149,74,81.2,'ELECTRONICA',OCTUBRE,0,true,ALTA
37,74,34.8,'MODA',SEPTIEMBRE,3,false,MEDIA
30,89,124.81,'ELECTRONICA',ABRIL,7,false,MEDIA
108,17,54.19,'HOGAR',JULIO,9,false,MEDIA
93,41,29.82,'ALIMENTOS',JUNIO,1,false,ALTA
86,27,87.5,'HOGAR',MAYO,1,false,ALTA
3,17,74.51,'DEPORTES',JUNIO,6,false,ALTA
21,30,114.52,'DEPORTES',ENERO,7,false,BAJA
93,8,148.15,'MODA',ABRIL,7,true,ALTA
14,41,147.71,'ALIMENTOS',JUNIO,2,true,MEDIA
106,68,111.55,'HOGAR',MARZO,1,false,ALTA
28,55,112.8,'ELECTRONICA',FEBRERO,9,true,BAJA
94,73,78.21,'ALIMENTOS',ENERO,10,true,ALTA
57,52,143.72,'ALIMENTOS',OCTUBRE,7,false,BAJA
132,35,115.79,'DEPORTES',ENERO,6,false,ALTA
66,22,67.11,'MODA',NOVIEMBRE,4,false,MEDIA
128,73,148.88,'DEPORTES',JUNIO,2,false,ALTA
99,91,59.76,'MODA',ABRIL,3,false,ALTA
74,89,104.6,'MODA',MARZO,10,false,MEDIA
18,81,42.34,'MODA',MARZO,3,true,ALTA
137,24,80.81,'ALIMENTOS',AGOSTO,5,true,BAJA
96,14,50.0,'ALIMENTOS',MARZO,6,true,ALTA
127,79,38.51,'MODA',SEPTIEMBRE,1,true,ALTA
118,5,38.09,'HOGAR',SEPTIEMBRE,7,true,ALTA
134,82,61.55,'ALIMENTOS',NOVIEMBRE,3,true,ALTA
108,72,84.09,'HOGAR',MARZO,5,true,ALTA
77,100,97.75,'DEPORTES',DICIEMBRE,10,false,ALTA
11,12,66.63,'DEPORTES',DICIEMBRE,8,true,BAJA
30,39,30.79,'ELECTRONICA',JUNIO,9,false,MEDIA
12,11,13.33,'ELECTRONICA',SEPTIEMBRE,7,false,BAJA
110,10,132.15,'MODA',JUNIO,4,false,BAJA
69,17,136.29,'HOGAR',ABRIL,4,true,MEDIA
128,100,126.99,'MODA',ENERO,7,false,ALTA
42,87,85.92,'ALIMENTOS',MAYO,4,true,MEDIA
81,95,5.9,'HOGAR',AGOSTO,7,true,ALTA
40,43,136.55,'HOGAR',JULIO,10,false,BAJA
104,38,36.8,'ELECTRONICA',MARZO,9,true,BAJA
61,28,43.53,'ELECTRONICA',JUNIO,2,true,MEDIA
1,84,13.69,'ELECTRONICA',FEBRERO,0,false,BAJA
40,64,57.18,'ELECTRONICA',MAYO,2,true,MEDIA
97,2,105.54,'MODA',OCTUBRE,1,false,ALTA
96,99,65.29,'HOGAR',FEBRERO,9,false,ALTA
137,70,76.84,'MODA',JULIO,10,false,ALTA
43,5,2.46,'ALIMENTOS',MARZO,0,false,MEDIA
124,89,133.99,'DEPORTES',SEPTIEMBRE,3,false,ALTA
149,28,126.44,'DEPORTES',MARZO,7,false,MEDIA
72,22,67.89,'ALIMENTOS',ABRIL,0,true,MEDIA
69,96,3.1,'MODA',DICIEMBRE,4,false,MEDIA
95,97,34.51,'DEPORTES',DICIEMBRE,6,false,ALTA
105,64,97.3,'HOGAR',NOVIEMBRE,3,false,ALTA
113,48,40.44,'DEPORTES',ABRIL,9,true,ALTA
86,68,80.66,'ELECTRONICA',AGOSTO,0,true,ALTA
28,18,32.33,'ELECTRONICA',JUNIO,4,false,BAJA
99,9,86.09,'MODA',JULIO,7,false,ALTA
57,60,84.79,'MODA',MARZO,6,true,MEDIA
36,43,99.35,'ELECTRONICA',OCTUBRE,5,false,MEDIA
110,30,10.06,'HOGAR',FEBRERO,0,false,ALTA
63,87,13.12,'ELECTRONICA',JUNIO,0,false,MEDIA
66,45,116.9,'MODA',OCTUBRE,8,true,MEDIA
56,22,34.7,'MODA',MAYO,9,true,MEDIA
62,29,144.9,'DEPORTES',AGOSTO,3,false,MEDIA
69,43,83.78,'ELECTRONICA',JULIO,3,false,MEDIA
52,11,139.05,'ELECTRONICA',ABRIL,6,false,MEDIA
54,23,82.89,'HOGAR',MAYO,0,false,MEDIA
52,17,33.1,'HOGAR',AGOSTO,0,true,MEDIA
50,53,127.97,'ALIMENTOS',MARZO,5,false,MEDIA
47,15,11.88,'ELECTRONICA',AGOSTO,2,true,MEDIA
107,23,127.74,'MODA',JUNIO,7,false,ALTA
54,23,93.36,'MODA',MARZO,2,true,MEDIA
95,21,23.19,'ELECTRONICA',ABRIL,4,true,BAJA
34,9,101.9,'ALIMENTOS',DICIEMBRE,1,true,MEDIA
5,78,2.35,'MODA',JULIO,0,true,BAJA
71,22,111.4,'MODA',NOVIEMBRE,1,true,MEDIA
92,21,136.87,'DEPORTES',AGOSTO,10,true,ALTA
39,61,111.22,'ALIMENTOS',SEPTIEMBRE,7,true,MEDIA
4,14,40.81,'DEPORTES',SEPTIEMBRE,10,true,BAJA
115,96,5.5,'MODA',ENERO,4,true,ALTA
17,2,60.18,'MODA',DICIEMBRE,9,true,BAJA
133,80,52.26,'HOGAR',AGOSTO,10,true,ALTA
113,91,150.0,'HOGAR',SEPTIEMBRE,10,false,ALTA
100,5,139.06,'MODA',JUNIO,4,true,ALTA
24,29,98.54,'DEPORTES',ENERO,10,true,BAJA
148,100,10.23,'HOGAR',NOVIEMBRE,2,false,ALTA
48,58,119.56,'MODA',JUNIO,8,false,MEDIA
109,94,100.36,'ELECTRONICA',OCTUBRE,6,false,ALTA
129,5,44.69,'ALIMENTOS',AGOSTO,6,false,BAJA
138,28,125.32,'ELECTRONICA',SEPTIEMBRE,10,true,ALTA
44,50,146.59,'ELECTRONICA',MARZO,2,true,MEDIA
131,19,24.94,'ALIMENTOS',FEBRERO,4,true,BAJA
29,99,10.8,'ALIMENTOS',ENERO,8,false,BAJA
45,95,15.85,'ELECTRONICA',AGOSTO,5,false,MEDIA
76,70,89.74,'DEPORTES',MARZO,9,true,ALTA
71,42,8.13,'MODA',JULIO,2,false,MEDIA
86,88,35.91,'DEPORTES',ABRIL,9,false,ALTA
29,54,68.88,'ELECTRONICA',AGOSTO,1,true,BAJA
124,27,9.47,'ELECTRONICA',JULIO,7,false,ALTA
56,9,149.24,'MODA',MARZO,6,true,MEDIA
100,82,108.67,'DEPORTES',ABRIL,3,true,ALTA
60,60,92.49,'DEPORTES',JULIO,7,true,MEDIA
61,77,149.81,'ELECTRONICA',MARZO,8,false,MEDIA
25,32,90.51,'HOGAR',SEPTIEMBRE,4,true,BAJA
22,83,130.9,'ALIMENTOS',OCTUBRE,3,false,BAJA
98,40,30.34,'HOGAR',JULIO,8,true,ALTA
76,80,110.61,'DEPORTES',JULIO,9,false,ALTA
145,27,137.68,'MODA',MAYO,1,true,ALTA
90,82,27.93,'ALIMENTOS',JUNIO,4,false,ALTA
15,32,27.75,'MODA',MAYO,7,true,BAJA
126,55,97.24,'DEPORTES',ENERO,4,false,ALTA
51,1,94.99,'DEPORTES',SEPTIEMBRE,6,false,MEDIA
93,14,133.57,'DEPORTES',JUNIO,2,true,ALTA
125,17,14.45,'ELECTRONICA',MAYO,2,true,ALTA
122,54,14.19,'ALIMENTOS',MAYO,10,false,ALTA
133,89,41.07,'DEPORTES',MAYO,6,false,ALTA
31,61,15.99,'MODA',ABRIL,10,false,MEDIA
33,53,24.46,'HOGAR',OCTUBRE,4,true,MEDIA
127,59,57.2,'DEPORTES',DICIEMBRE,1,false,ALTA
120,3,119.13,'ALIMENTOS',JUNIO,1,true,ALTA
118,56,134.32,'HOGAR',ENERO,10,false,ALTA
98,29,104.12,'DEPORTES',OCTUBRE,6,true,ALTA
94,87,22.79,'HOGAR',DICIEMBRE,6,false,ALTA
32,20,21.1,'MODA',SEPTIEMBRE,2,true,MEDIA
14,44,111.76,'DEPORTES',MAYO,1,true,BAJA
72,54,43.12,'ELECTRONICA',DICIEMBRE,1,true,MEDIA
74,78,51.29,'ELECTRONICA',MAYO,3,false,MEDIA
2,93,42.71,'DEPORTES',FEBRERO,2,false,BAJA
93,15,127.71,'DEPORTES',MARZO,7,false,ALTA
137,32,86.41,'ELECTRONICA',JUNIO,0,false,ALTA
59,91,78.23,'DEPORTES',DICIEMBRE,10,true,MEDIA
147,32,112.28,'ALIMENTOS',AGOSTO,7,false,MEDIA
56,20,66.32,'MODA',ABRIL,9,false,MEDIA
1,56,49.95,'DEPORTES',OCTUBRE,2,true,BAJA
24,96,100.44,'ELECTRONICA',AGOSTO,1,true,MEDIA
126,7,62.43,'DEPORTES',MARZO,9,false,ALTA
68,10,55.4,'MODA',ABRIL,0,false,MEDIA
133,27,119.04,'ALIMENTOS',MARZO,10,true,ALTA
143,86,77.18,'DEPORTES',DICIEMBRE,0,false,ALTA
31,73,54.7,'ALIMENTOS',DICIEMBRE,4,false,MEDIA
84,85,26.6,'MODA',ENERO,1,false,ALTA
102,71,32.58,'MODA',MAYO,0,false,MEDIA
47,50,37.43,'HOGAR',JUNIO,9,true,MEDIA
139,79,107.17,'ALIMENTOS',ABRIL,8,true,MEDIA
125,86,107.29,'ALIMENTOS',ABRIL,0,false,ALTA
19,74,146.09,'ELECTRONICA',NOVIEMBRE,5,true,ALTA
54,96,63.86,'ALIMENTOS',AGOSTO,3,true,MEDIA
91,27,33.26,'DEPORTES',NOVIEMBRE,5,false,ALTA
64,72,130.37,'ALIMENTOS',MARZO,10,true,MEDIA
139,42,115.92,'DEPORTES',ENERO,1,true,ALTA
116,17,57.51,'MODA',MARZO,3,false,ALTA
103,60,119.29,'ELECTRONICA',SEPTIEMBRE,5,false,ALTA
118,67,19.97,'ELECTRONICA',MARZO,7,false,ALTA
129,21,58.05,'DEPORTES',ENERO,7,true,MEDIA
133,5,81.05,'DEPORTES',JULIO,9,true,ALTA
149,8,93.51,'ELECTRONICA',FEBRERO,6,false,MEDIA
58,11,133.39,'MODA',ENERO,0,true,MEDIA
69,44,51.23,'ALIMENTOS',OCTUBRE,4,true,MEDIA
6,33,69.35,'DEPORTES',DICIEMBRE,6,false,BAJA
13,73,33.99,'DEPORTES',AGOSTO,2,false,BAJA
45,44,73.83,'MODA',OCTUBRE,6,false,MEDIA
40,42,8.94,'DEPORTES',MAYO,8,true,MEDIA
72,52,129.27,'DEPORTES',DICIEMBRE,10,true,MEDIA
5,31,104.99,'HOGAR',MARZO,5,true,BAJA
113,21,22.13,'ELECTRONICA',ENERO,5,true,ALTA
7,41,54.42,'DEPORTES',DICIEMBRE,9,true,BAJA
118,58,102.43,'ALIMENTOS',MARZO,8,true,ALTA
76,3,77.56,'ELECTRONICA',JUNIO,7,true,BAJA
52,10,92.76,'MODA',OCTUBRE,7,true,MEDIA
141,88,31.65,'MODA',FEBRERO,6,false,BAJA
101,89,16.95,'HOGAR',SEPTIEMBRE,8,true,ALTA
124,19,93.93,'HOGAR',JULIO,4,true,ALTA
6,90,17.5,'HOGAR',SEPTIEMBRE,4,true,BAJA
136,48,148.77,'ALIMENTOS',ABRIL,4,false,ALTA
97,27,28.89,'ELECTRONICA',SEPTIEMBRE,9,true,ALTA
143,33,36.1,'ALIMENTOS',OCTUBRE,9,true,ALTA
132,8,75.43,'ELECTRONICA',JUNIO,7,true,ALTA
58,66,94.57,'MODA',MARZO,4,true,MEDIA
26,51,75.71,'ELECTRONICA',JUNIO,3,false,BAJA
88,13,31.89,'DEPORTES',JUNIO,0,true,ALTA
11,60,124.27,'ELECTRONICA',JULIO,0,true,BAJA
67,38,80.65,'MODA',FEBRERO,6,false,MEDIA
52,35,7.85,'DEPORTES',ENERO,1,true,MEDIA
29,97,115.91,'MODA',OCTUBRE,7,true,BAJA
46,24,36.88,'ALIMENTOS',OCTUBRE,5,false,MEDIA
111,84,11.38,'ELECTRONICA',ABRIL,6,true,ALTA
124,4,127.99,'MODA',ENERO,10,false,ALTA
27,56,9.85,'MODA',DICIEMBRE,6,true,BAJA
54,75,7.81,'DEPORTES',ENERO,6,false,MEDIA
85,65,2.96,'ELECTRONICA',MAYO,9,false,ALTA
109,30,35.79,'MODA',MARZO,4,true,ALTA
138,86,95.44,'HOGAR',DICIEMBRE,0,false,ALTA
106,8,98.64,'MODA',ABRIL,4,true,ALTA
34,87,102.38,'HOGAR',ABRIL,3,false,MEDIA
52,29,74.54,'ELECTRONICA',AGOSTO,4,false,MEDIA
14,88,5.0,'HOGAR',DICIEMBRE,7,true,BAJA
114,44,123.31,'MODA',JUNIO,5,false,ALTA
105,5,90.98,'HOGAR',DICIEMBRE,9,true,ALTA
55,46,64.08,'HOGAR',JULIO,10,false,MEDIA
83,11,60.24,'ELECTRONICA',MARZO,1,false,ALTA
97,4,87.94,'ELECTRONICA',ENERO,4,false,ALTA
115,55,143.89,'MODA',AGOSTO,9,true,ALTA
116,80,98.62,'MODA',MARZO,4,true,ALTA
112,77,62.07,'MODA',SEPTIEMBRE,3,false,ALTA
31,6,124.29,'ELECTRONICA',MARZO,5,false,MEDIA
14,2,142.82,'ELECTRONICA',JULIO,5,false,BAJA
90,85,49.22,'MODA',MAYO,9,false,MEDIA
28,0,103.05,'ELECTRONICA',ENERO,4,true,BAJA
22,95,48.8,'MODA',OCTUBRE,5,true,BAJA
8,95,70.61,'DEPORTES',FEBRERO,3,true,BAJA
58,88,11.14,'HOGAR',ABRIL,1,false,MEDIA
33,88,127.06,'DEPORTES',FEBRERO,9,false,MEDIA
40,4,81.69,'MODA',SEPTIEMBRE,7,true,ALTA
30,9,106.85,'ALIMENTOS',AGOSTO,2,false,BAJA
15,89,20.0,'DEPORTES',ABRIL,1,true,BAJA
30,14,7.88,'DEPORTES',DICIEMBRE,9,false,MEDIA
146,25,148.74,'DEPORTES',ABRIL,3,false,ALTA
1,42,136.23,'DEPORTES',AGOSTO,1,true,BAJA
108,5,88.49,'HOGAR',MARZO,6,false,ALTA
104,95,54.01,'MODA',MARZO,2,true,BAJA
62,0,109.04,'MODA',ENERO,0,false,MEDIA
20,43,130.19,'DEPORTES',ENERO,3,false,BAJA
94,11,114.97,'MODA',AGOSTO,2,true,ALTA
124,83,33.97,'MODA',MARZO,9,false,ALTA
19,57,9.03,'ALIMENTOS',SEPTIEMBRE,4,false,ALTA
112,46,47.65,'ELECTRONICA',DICIEMBRE,8,true,ALTA
144,41,23.12,'MODA',MAYO,9,false,ALTA
81,8,130.7,'ELECTRONICA',JULIO,3,true,ALTA
67,91,9.34,'DEPORTES',SEPTIEMBRE,9,false,MEDIA
51,26,14.85,'ALIMENTOS',ENERO,7,true,MEDIA
89,22,33.91,'DEPORTES',JULIO,1,true,ALTA
116,54,94.84,'ALIMENTOS',NOVIEMBRE,3,true,MEDIA
61,38,111.98,'ALIMENTOS',DICIEMBRE,3,false,MEDIA
57,72,59.84,'MODA',OCTUBRE,9,false,MEDIA
148,77,71.89,'MODA',JULIO,2,false,ALTA
110,82,61.04,'MODA',ABRIL,4,true,ALTA
41,37,5.8,'MODA',ENERO,6,false,BAJA
18,40,51.03,'ALIMENTOS',JUNIO,9,true,BAJA
72,26,43.44,'DEPORTES',JULIO,7,false,MEDIA
104,55,34.45,'MODA',FEBRERO,4,true,BAJA
115,23,3.9,'HOGAR',NOVIEMBRE,2,true,ALTA
18,7,23.06,'ELECTRONICA',SEPTIEMBRE,6,false,BAJA
2,45,93.05,'ALIMENTOS',SEPTIEMBRE,1,false,BAJA
56,76,6.85,'ALIMENTOS',JUNIO,8,false,MEDIA
8,31,11.36,'MODA',OCTUBRE,7,true,BAJA
11,80,140.39,'ALIMENTOS',SEPTIEMBRE,10,true,BAJA
74,9,50.44,'ELECTRONICA',ENERO,1,true,MEDIA
120,13,82.29,'ALIMENTOS',MAYO,5,false,ALTA
31,2,89.5,'HOGAR',NOVIEMBRE,9,true,MEDIA
116,41,16.21,'DEPORTES',AGOSTO,10,true,ALTA
36,44,137.24,'MODA',ABRIL,8,false,MEDIA
75,52,60.36,'ELECTRONICA',DICIEMBRE,4,false,ALTA
70,16,143.91,'ALIMENTOS',ABRIL,6,false,MEDIA
93,16,143.39,'ALIMENTOS',DICIEMBRE,6,true,ALTA
84,75,11.84,'ALIMENTOS',MAYO,2,true,ALTA
121,59,107.54,'DEPORTES',OCTUBRE,2,true,ALTA
133,57,137.77,'ELECTRONICA',NOVIEMBRE,2,false,ALTA
35,59,117.19,'HOGAR',ABRIL,6,true,MEDIA
22,54,83.15,'DEPORTES',NOVIEMBRE,8,true,MEDIA
52,52,131.45,'ELECTRONICA',ENERO,1,false,MEDIA
149,62,53.89,'MODA',AGOSTO,7,false,ALTA
4,76,86.42,'HOGAR',NOVIEMBRE,8,false,BAJA
142,61,88.78,'ELECTRONICA',SEPTIEMBRE,6,true,ALTA
7,99,126.7,'MODA',JULIO,3,false,BAJA
136,29,64.25,'ELECTRONICA',MAYO,0,false,ALTA
36,22,93.45,'MODA',ABRIL,9,true,MEDIA
90,97,134.12,'ELECTRONICA',DICIEMBRE,6,true,ALTA
139,88,90.86,'ELECTRONICA',AGOSTO,2,false,ALTA
122,19,143.18,'MODA',JULIO,8,true,ALTA
57,8,125.06,'MODA',ENERO,2,false,MEDIA
104,55,5.78,'MODA',OCTUBRE,9,false,ALTA
37,25,46.76,'HOGAR',MAYO,5,true,MEDIA
11,44,67.66,'ELECTRONICA',ENERO,4,true,BAJA
86,95,123.61,'ELECTRONICA',JUNIO,1,true,ALTA
124,10,132.94,'DEPORTES',MAYO,10,false,ALTA
26,54,11.44,'MODA',MARZO,7,true,BAJA
7,22,50.02,'MODA',AGOSTO,7,true,BAJA
75,34,91.77,'MODA',MARZO,0,true,ALTA
102,76,97.5,'HOGAR',AGOSTO,6,true,ALTA
83,44,72.83,'ALIMENTOS',FEBRERO,7,true,ALTA
150,48,119.7,'ALIMENTOS',JULIO,8,true,ALTA
93,96,85.57,'MODA',OCTUBRE,0,false,ALTA
28,96,30.53,'HOGAR',MARZO,6,false,MEDIA
8,58,47.41,'ELECTRONICA',ENERO,3,false,BAJA
107,92,102.46,'ALIMENTOS',MARZO,2,false,ALTA
31,92,131.25,'ELECTRONICA',NOVIEMBRE,1,false,MEDIA
100,58,149.87,'MODA',MARZO,7,false,ALTA
75,1,128.84,'HOGAR',JUNIO,9,false,ALTA
79,99,68.54,'DEPORTES',ABRIL,4,false,MEDIA
144,49,23.4,'DEPORTES',OCTUBRE,1,true,ALTA
74,58,74.92,'ELECTRONICA',FEBRERO,3,true,ALTA
69,83,130.8,'DEPORTES',AGOSTO,0,true,MEDIA
90,92,68.68,'DEPORTES',ABRIL,8,true,ALTA
